filename;num_nodes;num_edges;node_degrees;average_shortest_path_length;density;num_nodes_subcircuit;num_nodes_pin;num_nodes_net;num_nodes_component;num_components_R;num_components_C;num_components_V;num_components_M;num_components_D;num_components_Q;num_components_I;num_components_L
LTC4441_star.gpickle;88;106;{'XU1': 10, 'XU1.p1': 2, '0': 13, 'XU1.p2': 2, 'N009': 3, 'XU1.p3': 2, 'N008': 2, 'XU1.p4': 2, 'XU1.p5': 2, 'N007': 2, 'XU1.p6': 2, 'N004': 3, 'XU1.p7': 2, 'N002': 3, 'XU1.p8': 2, 'IN': 5, 'XU1.p9': 2, 'N003': 3, 'XU1.p10': 2, 'N005': 2, 'M§Q1': 3, 'M§Q1.drain': 2, 'N001': 3, 'M§Q1.gate': 2, 'M§Q1.source': 2, 'N006': 3, 'R1': 2, 'R1.1': 2, 'R1.2': 2, 'R2': 2, 'R2.1': 2, 'R2.2': 2, 'R3': 2, 'R3.1': 2, 'R3.2': 2, 'R4': 2, 'R4.1': 2, 'R4.2': 2, 'C1': 2, 'C1.1': 2, 'C1.2': 2, 'R5': 2, 'R5.1': 2, 'R5.2': 2, 'R6': 2, 'R6.1': 2, 'R6.2': 2, 'L1': 2, 'L1.1': 2, 'L1.2': 2, 'D1': 2, 'D1.anode': 2, 'D1.cathode': 2, 'OUT': 4, 'C2': 2, 'C2.1': 2, 'C2.2': 2, 'XU2': 6, 'XU2.p1': 2, 'N011': 2, 'XU2.p2': 2, 'XU2.p3': 2, 'N012': 3, 'XU2.p4': 2, 'XU2.p5': 2, 'XU2.p6': 2, 'R7': 2, 'R7.1': 2, 'R7.2': 2, 'V1': 2, 'V1.pos': 2, 'V1.neg': 2, 'R8': 2, 'R8.1': 2, 'R8.2': 2, 'R9': 2, 'R9.1': 2, 'R9.2': 2, 'C3': 2, 'C3.1': 2, 'N010': 2, 'C3.2': 2, 'R10': 2, 'R10.1': 2, 'R10.2': 2, 'R11': 2, 'R11.1': 2, 'R11.2': 2};6;0.027690700104493208;2;53;15;18;11.0;3.0;1.0;1.0;1.0;;;1.0
LTC4446_TA03_star.gpickle;90;106;{'XU1': 9, 'XU1.p1': 2, 'N004': 2, 'XU1.p2': 2, 'N006': 3, 'XU1.p3': 2, 'N001': 4, 'XU1.p4': 2, 'N007': 3, 'XU1.p5': 2, 'MP_01': 1, 'XU1.p6': 2, 'N002': 5, 'XU1.p7': 2, 'N003': 2, 'XU1.p8': 2, 'OUT': 9, 'XU1.p9': 2, '0': 10, 'Q1': 3, 'Q1.collector': 2, 'N005': 3, 'Q1.base': 2, 'N011': 2, 'Q1.emitter': 2, 'R1': 2, 'R1.1': 2, 'R1.2': 2, 'C1': 2, 'C1.1': 2, 'C1.2': 2, 'R2': 2, 'R2.1': 2, 'R2.2': 2, 'V1': 2, 'V1.pos': 2, 'V1.neg': 2, 'R3': 2, 'R3.1': 2, 'R3.2': 2, 'N010': 2, 'C2': 2, 'C2.1': 2, 'C2.2': 2, 'N009': 3, 'D1': 2, 'D1.anode': 2, 'D1.cathode': 2, 'D2': 2, 'D2.anode': 2, 'D2.cathode': 2, 'D3': 2, 'D3.anode': 2, 'D3.cathode': 2, 'D4': 2, 'D4.anode': 2, 'D4.cathode': 2, 'C3': 2, 'C3.1': 2, 'C3.2': 2, 'M§Q2': 3, 'M§Q2.drain': 2, 'IN': 2, 'M§Q2.gate': 2, 'M§Q2.source': 2, 'V2': 2, 'V2.pos': 2, 'V2.neg': 2, 'Lload': 2, 'Lload.1': 2, 'Lload.2': 2, 'N008': 2, 'D5': 2, 'D5.anode': 2, 'D5.cathode': 2, 'D6': 2, 'D6.anode': 2, 'D6.cathode': 2, 'C4': 2, 'C4.1': 2, 'C4.2': 2, 'V3': 2, 'V3.pos': 2, 'V3.neg': 2, 'R4': 2, 'R4.1': 2, 'R4.2': 2, 'Rload': 2, 'Rload.1': 2, 'Rload.2': 2};6;0.026466916354556804;1;53;15;21;5.0;4.0;3.0;1.0;6.0;1.0;;1.0
LTC6078_TA10_star.gpickle;41;48;{'XU1': 5, 'XU1.p1': 2, '-IN': 4, 'XU1.p2': 2, 'N002': 3, 'XU1.p3': 2, '+V': 4, 'XU1.p4': 2, '-V': 3, 'XU1.p5': 2, 'OUT': 2, 'XU2': 5, 'XU2.p1': 2, '+IN': 1, 'XU2.p2': 2, 'N001': 3, 'XU2.p3': 2, 'XU2.p4': 2, 'XU2.p5': 2, 'R1': 2, 'R1.1': 2, 'R1.2': 2, 'R2': 2, 'R2.1': 2, 'R2.2': 2, 'R3': 2, 'R3.1': 2, 'R3.2': 2, 'C1': 2, 'C1.1': 2, 'C1.2': 2, '0': 4, 'V3': 2, 'V3.pos': 2, 'V3.neg': 2, 'V4': 2, 'V4.pos': 2, 'V4.neg': 2, 'XU3': 2, 'XU3.p1': 2, 'XU3.p2': 2};5;0.05853658536585366;3;24;8;6;3.0;1.0;2.0;;;;;
LTC6078_TA15_star.gpickle;48;54;{'V1': 2, 'V1.pos': 2, 'V+': 2, 'V1.neg': 2, '0': 6, 'V2': 2, 'V2.pos': 2, 'V-': 2, 'V2.neg': 2, 'XU1': 5, 'XU1.p1': 2, 'N003': 3, 'XU1.p2': 2, 'N001': 3, 'XU1.p3': 2, 'XU1.p4': 2, 'XU1.p5': 2, 'OUT': 2, 'V3': 2, 'V3.pos': 2, 'IN': 3, 'V3.neg': 2, 'R1': 2, 'R1.1': 2, 'R1.2': 2, 'R2': 2, 'R2.1': 2, 'R2.2': 2, 'R3': 2, 'R3.1': 2, 'N002': 3, 'R3.2': 2, 'R4': 2, 'R4.1': 2, 'R4.2': 2, 'R5': 2, 'R5.1': 2, 'R5.2': 2, 'N004': 3, 'C1': 2, 'C1.1': 2, 'C1.2': 2, 'C2': 2, 'C2.1': 2, 'C2.2': 2, 'C3': 2, 'C3.1': 2, 'C3.2': 2};6;0.047872340425531915;1;27;9;11;5.0;3.0;3.0;;;;;
LTC6081_TA01_star.gpickle;53;60;{'V1': 2, 'V1.pos': 2, '+V': 2, 'V1.neg': 2, '0': 6, 'V2': 2, 'V2.pos': 2, '-V': 2, 'V2.neg': 2, 'C1': 2, 'C1.1': 2, 'OUT': 3, 'C1.2': 2, 'N001': 4, 'R1': 2, 'R1.1': 2, 'R1.2': 2, 'R2': 2, 'R2.1': 2, 'R2.2': 2, 'V3': 2, 'V3.pos': 2, 'IN': 3, 'V3.neg': 2, 'R3': 2, 'R3.1': 2, 'N002': 3, 'R3.2': 2, 'R4': 2, 'R4.1': 2, 'N003': 3, 'R4.2': 2, 'R5': 2, 'R5.1': 2, 'N004': 3, 'R5.2': 2, 'C2': 2, 'C2.1': 2, 'C2.2': 2, 'C3': 2, 'C3.1': 2, 'C3.2': 2, 'C4': 2, 'C4.1': 2, 'C4.2': 2, 'XU2': 6, 'XU2.p1': 2, 'XU2.p2': 2, 'XU2.p3': 2, 'XU2.p4': 2, 'XU2.p5': 2, 'XU2.p6': 2, 'NC_01': 1};6;0.04354136429608128;1;30;10;12;5.0;4.0;3.0;;;;;
LTC6081_TA02_star.gpickle;83;98;{'XU1': 6, 'XU1.p1': 2, 'N004': 3, 'XU1.p2': 2, 'N006': 3, 'XU1.p3': 2, '+V': 3, 'XU1.p4': 2, '-V': 3, 'XU1.p5': 2, 'N005': 3, 'XU1.p6': 2, 'NC_01': 1, 'XU2': 6, 'XU2.p1': 2, 'XU2.p2': 2, 'N003': 4, 'XU2.p3': 2, 'XU2.p4': 2, 'XU2.p5': 2, 'OUT': 3, 'XU2.p6': 2, 'NC_02': 1, 'R1': 2, 'R1.1': 2, 'R1.2': 2, 'R2': 2, 'R2.1': 2, 'R2.2': 2, 'IN-': 3, 'R3': 2, 'R3.1': 2, 'R3.2': 2, 'IN+': 3, 'R4': 2, 'R4.1': 2, 'N002': 5, 'R4.2': 2, 'XU3': 3, 'XU3.p1': 2, 'N001': 6, 'XU3.p2': 2, '0': 8, 'XU3.p3': 2, 'R6': 2, 'R6.1': 2, 'R6.2': 2, 'R7': 2, 'R7.1': 2, 'R7.2': 2, 'R8': 2, 'R8.1': 2, 'R8.2': 2, 'R9': 2, 'R9.1': 2, 'R9.2': 2, 'V1': 2, 'V1.pos': 2, 'V1.neg': 2, 'C1': 2, 'C1.1': 2, 'C1.2': 2, 'R10': 2, 'R10.1': 2, 'R10.2': 2, 'R11': 2, 'R11.1': 2, 'R11.2': 2, 'C2': 2, 'C2.1': 2, 'C2.2': 2, 'V2': 2, 'V2.pos': 2, 'V2.neg': 2, 'V3': 2, 'V3.pos': 2, 'V3.neg': 2, 'R12': 2, 'R12.1': 2, 'R12.2': 2, 'C3': 2, 'C3.1': 2, 'C3.2': 2};7;0.02879811930649427;3;49;14;17;11.0;3.0;3.0;;;;;
LTC6081_TA02__star.gpickle;83;98;{'XU1': 6, 'XU1.p1': 2, 'N004': 3, 'XU1.p2': 2, 'N006': 3, 'XU1.p3': 2, '+V': 3, 'XU1.p4': 2, '-V': 3, 'XU1.p5': 2, 'N005': 3, 'XU1.p6': 2, 'NC_01': 1, 'XU2': 6, 'XU2.p1': 2, 'XU2.p2': 2, 'N003': 4, 'XU2.p3': 2, 'XU2.p4': 2, 'XU2.p5': 2, 'OUT': 3, 'XU2.p6': 2, 'NC_02': 1, 'R1': 2, 'R1.1': 2, 'R1.2': 2, 'R2': 2, 'R2.1': 2, 'R2.2': 2, 'IN-': 3, 'R3': 2, 'R3.1': 2, 'R3.2': 2, 'IN+': 3, 'R4': 2, 'R4.1': 2, 'N002': 5, 'R4.2': 2, 'XU3': 3, 'XU3.p1': 2, 'N001': 6, 'XU3.p2': 2, '0': 8, 'XU3.p3': 2, 'R6': 2, 'R6.1': 2, 'R6.2': 2, 'R7': 2, 'R7.1': 2, 'R7.2': 2, 'R8': 2, 'R8.1': 2, 'R8.2': 2, 'R9': 2, 'R9.1': 2, 'R9.2': 2, 'V1': 2, 'V1.pos': 2, 'V1.neg': 2, 'C1': 2, 'C1.1': 2, 'C1.2': 2, 'R10': 2, 'R10.1': 2, 'R10.2': 2, 'R11': 2, 'R11.1': 2, 'R11.2': 2, 'C2': 2, 'C2.1': 2, 'C2.2': 2, 'V2': 2, 'V2.pos': 2, 'V2.neg': 2, 'V3': 2, 'V3.pos': 2, 'V3.neg': 2, 'R12': 2, 'R12.1': 2, 'R12.2': 2, 'C3': 2, 'C3.1': 2, 'C3.2': 2};7;0.02879811930649427;3;49;14;17;11.0;3.0;3.0;;;;;
LTC6081_TA04_star.gpickle;58;68;{'V1': 2, 'V1.pos': 2, '+V': 3, 'V1.neg': 2, '0': 4, 'V2': 2, 'V2.pos': 2, '-V': 3, 'V2.neg': 2, 'R1': 2, 'R1.1': 2, 'N003': 4, 'R1.2': 2, 'N002': 5, 'R2': 2, 'R2.1': 2, 'R2.2': 2, 'V3': 2, 'V3.pos': 2, 'IN-': 2, 'V3.neg': 2, 'IN+': 3, 'R3': 2, 'R3.1': 2, 'N001': 5, 'R3.2': 2, 'R4': 2, 'R4.1': 2, 'R4.2': 2, 'R5': 2, 'R5.1': 2, 'OUT': 3, 'R5.2': 2, 'V4': 2, 'V4.pos': 2, 'V4.neg': 2, 'XU3': 6, 'XU3.p1': 2, 'XU3.p2': 2, 'XU3.p3': 2, 'XU3.p4': 2, 'XU3.p5': 2, 'XU3.p6': 2, 'NC_01': 1, 'XU4': 6, 'XU4.p1': 2, 'XU4.p2': 2, 'XU4.p3': 2, 'XU4.p4': 2, 'XU4.p5': 2, 'XU4.p6': 2, 'NC_02': 1, 'C1': 2, 'C1.1': 2, 'C1.2': 2, 'C2': 2, 'C2.1': 2, 'C2.2': 2};6;0.0411373260738052;2;34;11;11;5.0;2.0;4.0;;;;;
LTC6090_HVIntegrator_star.gpickle;36;40;{'XU1': 8, 'XU1.p1': 2, 'NC_01': 1, 'XU1.p2': 2, 'N001': 3, 'XU1.p3': 2, '0': 5, 'XU1.p4': 2, '-V': 2, 'XU1.p5': 2, 'NC_02': 1, 'XU1.p6': 2, 'OUT': 3, 'XU1.p7': 2, '+V': 2, 'XU1.p8': 2, 'NC_03': 1, 'V1': 2, 'V1.pos': 2, 'V1.neg': 2, 'C1': 2, 'C1.1': 2, 'C1.2': 2, 'R1': 2, 'R1.1': 2, 'R1.2': 2, 'IN': 2, 'V2': 2, 'V2.pos': 2, 'V2.neg': 2, 'R2': 2, 'R2.1': 2, 'R2.2': 2, 'V3': 2, 'V3.pos': 2, 'V3.neg': 2};5;0.06349206349206349;1;20;9;6;2.0;1.0;3.0;;;;;
LTC6090_LTC2054_DN513_F02_star.gpickle;111;130;{'V1': 2, 'V1.pos': 2, 'IN': 3, 'V1.neg': 2, '0': 13, 'V2': 2, 'V2.pos': 2, 'V1+': 3, 'V2.neg': 2, 'V3': 2, 'V3.pos': 2, 'V3.neg': 2, 'V1-': 3, 'R1': 2, 'R1.1': 2, 'N002': 6, 'R1.2': 2, 'N005': 4, 'R2': 2, 'R2.1': 2, 'R2.2': 2, 'C1': 2, 'C1.1': 2, 'N006': 3, 'C1.2': 2, 'XU2': 5, 'XU2.p1': 2, 'N009': 3, 'XU2.p2': 2, 'N001': 5, 'XU2.p3': 2, 'N007': 3, 'XU2.p4': 2, 'V2+': 4, 'XU2.p5': 2, 'V2-': 4, 'R3': 2, 'R3.1': 2, 'R3.2': 2, 'R4': 2, 'R4.1': 2, 'R4.2': 2, 'R5': 2, 'R5.1': 2, 'R5.2': 2, 'R6': 2, 'R6.1': 2, 'N003': 4, 'R6.2': 2, 'R7': 2, 'R7.1': 2, 'R7.2': 2, 'R8': 2, 'R8.1': 2, 'R8.2': 2, 'N004': 2, 'R9': 2, 'R9.1': 2, 'R9.2': 2, 'OUT': 1, 'C2': 2, 'C2.1': 2, 'C2.2': 2, 'R12': 2, 'R12.1': 2, 'R12.2': 2, 'N008': 2, 'C3': 2, 'C3.1': 2, 'C3.2': 2, 'C4': 2, 'C4.1': 2, 'C4.2': 2, 'C7': 2, 'C7.1': 2, 'C7.2': 2, 'R13': 2, 'R13.1': 2, 'R13.2': 2, 'C8': 2, 'C8.1': 2, 'C8.2': 2, 'XU1': 8, 'XU1.p1': 2, 'XU1.p2': 2, 'XU1.p3': 2, 'XU1.p4': 2, 'XU1.p5': 2, 'NC_01': 1, 'XU1.p6': 2, 'XU1.p7': 2, 'XU1.p8': 2, 'NC_02': 1, 'D3': 2, 'D3.anode': 2, 'D3.cathode': 2, 'R14': 2, 'R14.1': 2, 'R14.2': 2, 'C9': 2, 'C9.1': 2, 'C9.2': 2, 'D4': 2, 'D4.anode': 2, 'D4.cathode': 2, 'R15': 2, 'R15.1': 2, 'R15.2': 2, 'C10': 2, 'C10.1': 2, 'C10.2': 2};7;0.021294021294021293;2;65;18;26;13.0;8.0;3.0;;2.0;;;
LTC6090_LTC2054_DN513_F02__star.gpickle;111;130;{'V1': 2, 'V1.pos': 2, 'IN': 3, 'V1.neg': 2, '0': 13, 'V2': 2, 'V2.pos': 2, 'V1+': 3, 'V2.neg': 2, 'V3': 2, 'V3.pos': 2, 'V3.neg': 2, 'V1-': 3, 'R1': 2, 'R1.1': 2, 'N002': 6, 'R1.2': 2, 'N005': 4, 'R2': 2, 'R2.1': 2, 'R2.2': 2, 'C1': 2, 'C1.1': 2, 'N006': 3, 'C1.2': 2, 'XU2': 5, 'XU2.p1': 2, 'N009': 3, 'XU2.p2': 2, 'N001': 5, 'XU2.p3': 2, 'N007': 3, 'XU2.p4': 2, 'V2+': 4, 'XU2.p5': 2, 'V2-': 4, 'R3': 2, 'R3.1': 2, 'R3.2': 2, 'R4': 2, 'R4.1': 2, 'R4.2': 2, 'R5': 2, 'R5.1': 2, 'R5.2': 2, 'R6': 2, 'R6.1': 2, 'N003': 4, 'R6.2': 2, 'R7': 2, 'R7.1': 2, 'R7.2': 2, 'R8': 2, 'R8.1': 2, 'R8.2': 2, 'N004': 2, 'R9': 2, 'R9.1': 2, 'R9.2': 2, 'OUT': 1, 'C2': 2, 'C2.1': 2, 'C2.2': 2, 'R12': 2, 'R12.1': 2, 'R12.2': 2, 'N008': 2, 'C3': 2, 'C3.1': 2, 'C3.2': 2, 'C4': 2, 'C4.1': 2, 'C4.2': 2, 'C7': 2, 'C7.1': 2, 'C7.2': 2, 'R13': 2, 'R13.1': 2, 'R13.2': 2, 'C8': 2, 'C8.1': 2, 'C8.2': 2, 'XU1': 8, 'XU1.p1': 2, 'XU1.p2': 2, 'XU1.p3': 2, 'XU1.p4': 2, 'XU1.p5': 2, 'NC_01': 1, 'XU1.p6': 2, 'XU1.p7': 2, 'XU1.p8': 2, 'NC_02': 1, 'D3': 2, 'D3.anode': 2, 'D3.cathode': 2, 'R14': 2, 'R14.1': 2, 'R14.2': 2, 'C9': 2, 'C9.1': 2, 'C9.2': 2, 'D4': 2, 'D4.anode': 2, 'D4.cathode': 2, 'R15': 2, 'R15.1': 2, 'R15.2': 2, 'C10': 2, 'C10.1': 2, 'C10.2': 2};7;0.021294021294021293;2;65;18;26;13.0;8.0;3.0;;2.0;;;
LTC6090_TA09_LT5400_star.gpickle;93;114;{'V1': 2, 'V1.pos': 2, '-V': 4, 'V1.neg': 2, '0': 5, 'V2': 2, 'V2.pos': 2, '+V': 4, 'V2.neg': 2, 'XU2': 8, 'XU2.p1': 2, 'NC_01': 1, 'XU2.p2': 2, 'N007': 4, 'XU2.p3': 2, 'N004': 4, 'XU2.p4': 2, 'XU2.p5': 2, 'N009': 2, 'XU2.p6': 2, 'OUT': 3, 'XU2.p7': 2, 'XU2.p8': 2, 'XU3': 9, 'XU3.p1': 2, 'XU3.p2': 2, 'N006': 4, 'XU3.p3': 2, 'N001': 4, 'XU3.p4': 2, 'XU3.p5': 2, 'XU3.p6': 2, 'XU3.p7': 2, 'XU3.p8': 2, 'XU3.p9': 2, 'NC_02': 1, 'C2': 2, 'C2.1': 2, 'C2.2': 2, 'C3': 2, 'C3.1': 2, 'C3.2': 2, 'XU1': 8, 'XU1.p1': 2, 'NC_03': 1, 'XU1.p2': 2, 'N002': 4, 'XU1.p3': 2, '+IN': 2, 'XU1.p4': 2, 'XU1.p5': 2, 'N003': 2, 'XU1.p6': 2, 'XU1.p7': 2, 'XU1.p8': 2, 'XU4': 8, 'XU4.p1': 2, 'NC_04': 1, 'XU4.p2': 2, 'N008': 4, 'XU4.p3': 2, '-IN': 2, 'XU4.p4': 2, 'XU4.p5': 2, 'N010': 2, 'XU4.p6': 2, 'XU4.p7': 2, 'XU4.p8': 2, 'R3': 2, 'R3.1': 2, 'R3.2': 2, 'R5': 2, 'R5.1': 2, 'R5.2': 2, 'R6': 2, 'R6.1': 2, 'R6.2': 2, 'C1': 2, 'C1.1': 2, 'C1.2': 2, 'C4': 2, 'C4.1': 2, 'C4.2': 2, 'V3': 2, 'V3.pos': 2, 'V3.neg': 2, 'N005': 3, 'V4': 2, 'V4.pos': 2, 'V4.neg': 2, 'V5': 2, 'V5.pos': 2, 'V5.neg': 2};6;0.02664796633941094;4;57;20;12;3.0;4.0;5.0;;;;;
LTC6090_TA09_LT5400__star.gpickle;93;114;{'V1': 2, 'V1.pos': 2, '-V': 4, 'V1.neg': 2, '0': 5, 'V2': 2, 'V2.pos': 2, '+V': 4, 'V2.neg': 2, 'XU2': 8, 'XU2.p1': 2, 'NC_01': 1, 'XU2.p2': 2, 'N007': 4, 'XU2.p3': 2, 'N004': 4, 'XU2.p4': 2, 'XU2.p5': 2, 'N009': 2, 'XU2.p6': 2, 'OUT': 3, 'XU2.p7': 2, 'XU2.p8': 2, 'XU3': 9, 'XU3.p1': 2, 'XU3.p2': 2, 'N006': 4, 'XU3.p3': 2, 'N001': 4, 'XU3.p4': 2, 'XU3.p5': 2, 'XU3.p6': 2, 'XU3.p7': 2, 'XU3.p8': 2, 'XU3.p9': 2, 'NC_02': 1, 'C2': 2, 'C2.1': 2, 'C2.2': 2, 'C3': 2, 'C3.1': 2, 'C3.2': 2, 'XU1': 8, 'XU1.p1': 2, 'NC_03': 1, 'XU1.p2': 2, 'N002': 4, 'XU1.p3': 2, '+IN': 2, 'XU1.p4': 2, 'XU1.p5': 2, 'N003': 2, 'XU1.p6': 2, 'XU1.p7': 2, 'XU1.p8': 2, 'XU4': 8, 'XU4.p1': 2, 'NC_04': 1, 'XU4.p2': 2, 'N008': 4, 'XU4.p3': 2, '-IN': 2, 'XU4.p4': 2, 'XU4.p5': 2, 'N010': 2, 'XU4.p6': 2, 'XU4.p7': 2, 'XU4.p8': 2, 'R3': 2, 'R3.1': 2, 'R3.2': 2, 'R5': 2, 'R5.1': 2, 'R5.2': 2, 'R6': 2, 'R6.1': 2, 'R6.2': 2, 'C1': 2, 'C1.1': 2, 'C1.2': 2, 'C4': 2, 'C4.1': 2, 'C4.2': 2, 'V3': 2, 'V3.pos': 2, 'V3.neg': 2, 'N005': 3, 'V4': 2, 'V4.pos': 2, 'V4.neg': 2, 'V5': 2, 'V5.pos': 2, 'V5.neg': 2};6;0.02664796633941094;4;57;20;12;3.0;4.0;5.0;;;;;
LTC6101_LT3021_AN105_F201_star.gpickle;57;66;{'R1': 2, 'R1.1': 2, 'N002': 4, 'R1.2': 2, '0': 7, 'V1': 2, 'V1.pos': 2, 'N001': 2, 'V1.neg': 2, 'C1': 2, 'C1.1': 2, 'OUT': 3, 'C1.2': 2, 'XU1': 12, 'XU1.p1': 2, 'MP_01': 1, 'XU1.p2': 2, 'MP_02': 1, 'XU1.p3': 2, 'XU1.p4': 2, 'MP_03': 1, 'XU1.p5': 2, 'MP_04': 1, 'XU1.p6': 2, 'MP_05': 1, 'XU1.p7': 2, 'XU1.p8': 2, 'MP_06': 1, 'XU1.p9': 2, 'N005': 4, 'XU1.p10': 2, 'XU1.p11': 2, 'MP_07': 1, 'XU1.p12': 2, 'V2': 2, 'V2.pos': 2, 'N003': 4, 'V2.neg': 2, 'R2': 2, 'R2.1': 2, 'R2.2': 2, 'XU2': 5, 'XU2.p1': 2, 'XU2.p2': 2, 'XU2.p3': 2, 'N004': 2, 'XU2.p4': 2, 'XU2.p5': 2, 'R3': 2, 'R3.1': 2, 'R3.2': 2, 'R4': 2, 'R4.1': 2, 'R4.2': 2, 'R5': 2, 'R5.1': 2, 'R5.2': 2};5;0.041353383458646614;2;33;14;8;5.0;1.0;2.0;;;;;
LTC6101_LT3021_AN105_F201__star.gpickle;57;66;{'R1': 2, 'R1.1': 2, 'N002': 4, 'R1.2': 2, '0': 7, 'V1': 2, 'V1.pos': 2, 'N001': 2, 'V1.neg': 2, 'C1': 2, 'C1.1': 2, 'OUT': 3, 'C1.2': 2, 'XU1': 12, 'XU1.p1': 2, 'MP_01': 1, 'XU1.p2': 2, 'MP_02': 1, 'XU1.p3': 2, 'XU1.p4': 2, 'MP_03': 1, 'XU1.p5': 2, 'MP_04': 1, 'XU1.p6': 2, 'MP_05': 1, 'XU1.p7': 2, 'XU1.p8': 2, 'MP_06': 1, 'XU1.p9': 2, 'N005': 4, 'XU1.p10': 2, 'XU1.p11': 2, 'MP_07': 1, 'XU1.p12': 2, 'V2': 2, 'V2.pos': 2, 'N003': 4, 'V2.neg': 2, 'R2': 2, 'R2.1': 2, 'R2.2': 2, 'XU2': 5, 'XU2.p1': 2, 'XU2.p2': 2, 'XU2.p3': 2, 'N004': 2, 'XU2.p4': 2, 'XU2.p5': 2, 'R3': 2, 'R3.1': 2, 'R3.2': 2, 'R4': 2, 'R4.1': 2, 'R4.2': 2, 'R5': 2, 'R5.1': 2, 'R5.2': 2};5;0.041353383458646614;2;33;14;8;5.0;1.0;2.0;;;;;
LTC6102_TA08_star.gpickle;54;64;{'R1': 2, 'R1.1': 2, 'OUT': 2, 'R1.2': 2, '0': 5, 'M§Q1': 3, 'M§Q1.drain': 2, 'M§Q1.gate': 2, 'N003': 5, 'M§Q1.source': 2, 'N005': 2, 'D1': 2, 'D1.anode': 2, 'N006': 4, 'D1.cathode': 2, 'IN': 7, 'R2': 2, 'R2.1': 2, 'R2.2': 2, 'V1': 2, 'V1.pos': 2, 'V1.neg': 2, 'Iload': 2, 'Iload.pos': 2, 'N001': 3, 'Iload.neg': 2, 'R3': 2, 'R3.1': 2, 'R3.2': 2, 'XU1': 6, 'XU1.p1': 2, 'XU1.p2': 2, 'XU1.p3': 2, 'N002': 3, 'XU1.p4': 2, 'XU1.p5': 2, 'XU1.p6': 2, 'R5': 2, 'R5.1': 2, 'R5.2': 2, 'M§Q2': 3, 'M§Q2.drain': 2, 'M§Q2.gate': 2, 'M§Q2.source': 2, 'D2': 2, 'D2.anode': 2, 'D2.cathode': 2, 'C1': 2, 'C1.1': 2, 'C1.2': 2, 'N004': 1, 'C2': 2, 'C2.1': 2, 'C2.2': 2};6;0.04472396925227114;1;32;9;12;4.0;2.0;1.0;2.0;2.0;;1.0;
LTC6244_60kHz_PeakHold_Pos_and_Neg_star.gpickle;133;156;{'V1': 2, 'V1.pos': 2, 'VCC': 4, 'V1.neg': 2, '0': 16, 'V2': 2, 'V2.pos': 2, 'VEE': 4, 'V2.neg': 2, 'V3': 2, 'V3.pos': 2, 'N009': 2, 'V3.neg': 2, 'R1': 2, 'R1.1': 2, 'N006': 4, 'R1.2': 2, 'IN': 3, 'XU1': 5, 'XU1.p1': 2, 'N007': 2, 'XU1.p2': 2, 'N002': 3, 'XU1.p3': 2, 'XU1.p4': 2, 'XU1.p5': 2, 'N003': 3, 'C1': 2, 'C1.1': 2, 'N005': 4, 'C1.2': 2, 'R2': 2, 'R2.1': 2, 'R2.2': 2, 'R3': 2, 'R3.1': 2, 'R3.2': 2, 'N004': 2, 'R4': 2, 'R4.1': 2, 'R4.2': 2, 'D1': 2, 'D1.anode': 2, 'D1.cathode': 2, 'D2': 2, 'D2.anode': 2, 'D2.cathode': 2, 'D3': 2, 'D3.anode': 2, 'D3.cathode': 2, 'R5': 2, 'R5.1': 2, 'R5.2': 2, 'XU2': 5, 'XU2.p1': 2, 'XU2.p2': 2, 'N001': 3, 'XU2.p3': 2, 'XU2.p4': 2, 'XU2.p5': 2, 'OUT+': 2, 'R6': 2, 'R6.1': 2, 'R6.2': 2, 'R7': 2, 'R7.1': 2, 'R7.2': 2, 'R8': 2, 'R8.1': 2, 'R8.2': 2, 'V4': 2, 'V4.pos': 2, 'V4.neg': 2, 'R9': 2, 'R9.1': 2, 'N014': 4, 'R9.2': 2, 'C2': 2, 'C2.1': 2, 'N013': 4, 'C2.2': 2, 'R10': 2, 'R10.1': 2, 'N010': 3, 'R10.2': 2, 'R11': 2, 'R11.1': 2, 'R11.2': 2, 'N012': 2, 'R12': 2, 'R12.1': 2, 'R12.2': 2, 'D4': 2, 'D4.anode': 2, 'D4.cathode': 2, 'N011': 3, 'D5': 2, 'D5.anode': 2, 'D5.cathode': 2, 'R13': 2, 'R13.1': 2, 'R13.2': 2, 'R14': 2, 'R14.1': 2, 'N008': 3, 'R14.2': 2, 'R15': 2, 'R15.1': 2, 'OUT-': 2, 'R15.2': 2, 'R16': 2, 'R16.1': 2, 'R16.2': 2, 'N015': 2, 'D6': 2, 'D6.anode': 2, 'D6.cathode': 2, 'XU3': 5, 'XU3.p1': 2, 'XU3.p2': 2, 'XU3.p3': 2, 'VDD': 3, 'XU3.p4': 2, 'XU3.p5': 2, 'XU4': 5, 'XU4.p1': 2, 'XU4.p2': 2, 'XU4.p3': 2, 'XU4.p4': 2, 'XU4.p5': 2, 'V5': 2, 'V5.pos': 2, 'V5.neg': 2};8;0.0177717019822283;4;78;22;29;16.0;2.0;5.0;;6.0;;;
